X,Y,scalerank,featurecla,name,website,natlscale
-69.92355713,12.4375,8,Port,Sint Nicolaas,www.rocargo.com/SanNicolas.html,5.000
-58.95141343,-34.15333333,8,Port,Campana,www.consejoportuario.com.ar,5.000
-59.004947,-34.09888889,8,Port,Zarate,www.consejoportuario.com.ar,5.000
-62.10088339,-38.89444444,8,Port,Puerto Belgrano/Bahia Blanca,,5.000
-62.30053004,-38.78305556,8,Port,Puerto Galvan/Bahia Blanca,,5.000
-62.25989399,-38.79194444,8,Port,Ingeniero White/Bahia Blanca,,5.000
-61.85229682,17.12277778,8,Port,Saint John's,www.ab.gov.ag,5.000
115.7381037,-32.0475,8,Port,Fremantle,www.fremantleports.com.au,5.000
151.2095406,-33.97305556,8,Port,Botany Bay,www.sydneyports.com.au,5.000
151.2842167,-23.85111111,8,Port,Rockhampton,www.gpcl.com.au,5.000
2.93368669,51.23,8,Port,Oostende (Ostend),www.portofoostende.be,5.000
3.20459364,51.33638889,8,Port,Zeebrugge,www.zeebruggeport.be,5.000
27.45830389,42.47,8,Port,Burgas,www.port-burgas.com,5.000
50.60759717,26.19861111,8,Port,Mina Sulman Port,www.bahrainports.gov.bh,5.000
50.65883392,26.15861111,8,Port,Sitrah,www.bahrainports.gov.bh,5.000
-64.67302709,32.37944444,8,Port,Saint George,,5.000
-38.47320377,-3.7075,8,Port,Mucuripe,www.docasdoceara.com.br,5.000
-43.1246172,-22.87916667,8,Port,Niteroi,www.portosrio.gov.br,5.000
-48.63545347,-26.23805556,8,Port,Sao Francisco do Sul,www.apsfs.sc.gov.br,5.000
-65.46772674,47.03444444,8,Port,Chatham,,5.000
-53.95689046,48.16333333,8,Port,Clarenville,,5.000
-124.9244405,49.67083333,8,Port,Comox,,5.000
-123.4343934,48.43638889,8,Port,Esquimalt,,5.000
-55.75106007,47.10027778,8,Port,Grand Bank,,5.000
-60.2393404,46.20888889,8,Port,North Sydney,,5.000
-64.9246172,47.79638889,8,Port,Caraquet,,5.000
-71.05265018,48.43,8,Port,Chicoutimi,,5.000
-57.93633687,48.96055556,8,Port,Corner Brook,www.cornerbrookport.com,5.000
-65.75229682,44.62527778,8,Port,Digby,www.portofdigby.ns.ca,5.000
-53.21702002,47.69027778,8,Port,Harbour Grace,,5.000
-62.70441696,45.67472222,8,Port,Pictou,www.pictoumarineterminals.com,5.000
-65.31772674,43.74972222,8,Port,Shelburne,,5.000
-73.11808009,46.04111111,8,Port,Sorel,,5.000
-56.05989399,49.49972222,8,Port,Springdale,,5.000
-52.69234393,47.5625,8,Port,Saint-John's,www.sjpa.com,5.000
-73.15335689,-37.02833333,8,Port,Coronel,,5.000
-73.15848057,-37.09805556,8,Port,Lota,,5.000
-73.10229682,-36.70527778,8,Port,Talcahuano,www.puertotalcahuano.cl,5.000
-71.61808009,-33.5875,8,Port,San Antonio,www.sanantonioport.com,5.000
121.4418139,28.69027778,8,Port,Haimen,,5.000
119.5859835,39.90666667,8,Port,Qinhuangdao,,5.000
114.26702,22.57416667,8,Port,Yantian,www.yantian-port.com,5.000
122.2351001,40.69583333,8,Port,Yingkou,,5.000
-83.07408716,10.00555556,8,Port,Moin,www.japdeva.go.cr,5.000
-75.70335689,20.91916667,8,Port,Banes,,5.000
-79.46931684,22.52916667,8,Port,Caibarien,,5.000
-80.00759717,22.94027778,8,Port,Isabela de Sagua,,5.000
-77.23951708,21.56305556,8,Port,Nuevitas,,5.000
33.94004711,35.12777778,8,Port,Famagusta,,5.000
8.707243816,53.86472222,8,Port,Cuxhaven,www.cuxport.de,5.000
9.835806832,54.47361111,8,Port,Eckernforde,www.stadtwerke-eckernfoerde.de,5.000
8.489517079,53.4875,8,Port,Nordenham,,5.000
7.368963486,53.09638889,8,Port,Papenburg,,5.000
11.43916372,53.90638889,8,Port,Wismar,www.hafen-wismar.de,5.000
10.80689046,55.29888889,8,Port,Nyborg,www.adp-as.com,5.000
12.61702002,56.03444444,8,Port,Helsingor,www.helsingoerhavn.dk,5.000
10.52497055,55.46638889,8,Port,Odense,,5.000
10.78810365,55.30694444,8,Port,Nyborg,www.nyborg.dk/Engelsk/Tourism/NyborgsHarbours,5.000
10.54146054,57.43777778,8,Port,Frederikshavn,www.frederikshavnhavn.dk,5.000
9.504416961,55.25111111,8,Port,Haderslev,,5.000
9.868433451,55.85416667,8,Port,Horsens,www.horsenshavn.dk,5.000
11.08598351,55.66944444,8,Port,Kalundborg,www.portofkalundborg.dk,5.000
9.493404005,55.49277778,8,Port,Kolding,www.koldingport.dk,5.000
11.12108363,54.83222222,8,Port,Nakskov,,5.000
11.85706714,54.77083333,8,Port,Nykobing Falster,www.guldborgsundhavne.dk,5.000
10.05265018,56.46027778,8,Port,Randers,www.randershavn.dk,5.000
10.704947,54.93972222,8,Port,Rudkobing,www.langelandkommune.dk,5.000
10.61702002,55.05861111,8,Port,Svendborg,,5.000
9.551943463,55.70555556,8,Port,Vejle,www.vejleport.dk,5.000
10.58881037,57.71861111,8,Port,Skagen,www.skagenhavn.dk,5.000
-70.70053004,19.80361111,8,Port,Puerto Plata,www.apordom.gov.do,5.000
-70.01808009,18.42027778,8,Port,Rio Haina,www.apordom.gov.do,5.000
0.071260306,35.93444444,8,Port,Mostaganem,,5.000
31.75918728,31.46666667,8,Port,Damietta,www.dam-port.com,5.000
33.94128386,26.74222222,8,Port,Safaga,www.mts.gov.eg,5.000
-5.400353357,36.14777778,8,Port,Algeciras,www.apba.es,5.000
-5.920023557,43.57861111,8,Port,Aviles,www.avilesport.com,5.000
-8.250883392,43.47972222,8,Port,Ferrol,www.apfsc.com,5.000
-6.935806832,37.19277778,8,Port,Huelva,www.puertohuelva.com,5.000
-1.918786808,43.32333333,8,Port,Pasajes,www.puertopasajes.net,5.000
-6.334570082,36.61944444,8,Port,Rota,,5.000
-6.258833922,36.52,8,Port,Cadiz,www.puertocadiz.com,5.000
26.9418139,60.46111111,8,Port,Kotka,www.portofkotka.fi,5.000
24.61666667,65.68305556,8,Port,Veitsiluoto,,5.000
-1.142343934,44.65916667,8,Port,Arcachon,www.arcachon.com,5.000
0.073380448,49.36583333,8,Port,Deauville,,5.000
0.369493522,49.76194444,8,Port,Fecamp,www.fecamp.cci.fr,5.000
-1.223910483,46.15722222,8,Port,La Pallice,www.larochelle.port.fr,5.000
-2.022850412,48.64444444,8,Port,Saint-Malo,www.saint-malo.cci.fr,5.000
3.71024735,43.40472222,8,Port,Sete,www.sete.port.fr,5.000
-4.756713781,55.95472222,8,Port,Greenock,www.clydeport.co.uk,5.000
-1.986513545,50.71444444,8,Port,Poole,www.phc.co.uk,5.000
-5.053533569,50.15277778,8,Port,Falmouth,www.falmouthport.co.uk,5.000
-3.171790342,55.9825,8,Port,Leith,www.forthports.co.uk,5.000
-2.467903416,56.70444444,8,Port,Montrose,www.montroseport.co.uk,5.000
-2.984746761,51.55888889,8,Port,Newport,www.abports.co.uk/custinfo/ports/newport.htm,5.000
-1.356183746,54.90694444,8,Port,Sunderland,www.portofsunderland.org.uk,5.000
-1.157067138,54.60805556,8,Port,Teesport,www.pdports.co.uk,5.000
41.65282686,42.155,8,Port,Poti,www.potiseaport.com,5.000
23.6565371,37.93722222,8,Port,Piraeus,,5.000
23.63368669,37.94111111,8,Port,Piraeus,www.olp.gr,5.000
23.64305065,37.93444444,8,Port,Piraeus,www.medmarinas.com,5.000
-61.75053004,12.04722222,8,Port,Saint George's,www.grenadacruiseport.com,5.000
-52.27196702,4.853055556,8,Port,Cayenne,www.guyane.cci.fr,5.000
14.54075383,45.29972222,8,Port,Bakar,,5.000
13.63492344,45.08055556,8,Port,Rovinj,,5.000
15.89163722,43.72638889,8,Port,Sibenik,www.portauthority-sibenik.hr,5.000
-72.70371025,19.44833333,8,Port,Gonaives,www.apn.gouv.ht,5.000
131.2425206,-0.876944444,8,Port,Sorong,,5.000
76.31042403,9.491944444,8,Port,Alleppey,,5.000
82.2746172,16.97777778,8,Port,Kakinada,www.kakinadaseaports.in,5.000
78.18704358,8.758333333,8,Port,Tuticorin,tuticorinport.gov.in,5.000
-8.471260306,54.27166667,8,Port,Sligo,,5.000
13.93828033,37.09027778,8,Port,Licata,,5.000
8.30795053,40.56277778,8,Port,Alghero,,5.000
14.16007067,40.80333333,8,Port,Bagnoli,,5.000
16.28775029,41.32555556,8,Port,Barletta,,5.000
17.95600707,40.64638889,8,Port,Brindisi,www.porto.br.it,5.000
17.12338045,39.08611111,8,Port,Crotone,,5.000
17.97567727,40.05583333,8,Port,Gallipoli,,5.000
8.026914016,43.88277778,8,Port,Imperia,,5.000
9.409363958,41.21333333,8,Port,La Maddalena,,5.000
9.850353357,44.08722222,8,Port,La Spezia,www.portolaspezia.it,5.000
12.43545347,37.78972222,8,Port,Marsala,,5.000
15.55918728,38.20027778,8,Port,Messina,,5.000
16.58775029,41.20833333,8,Port,Molfetta,,5.000
13.55265018,45.78861111,8,Port,Monfalcone,www.porto.monfalcone.gorizia.it,5.000
17.30035336,40.95611111,8,Port,Monopoli,,5.000
12.9024735,43.92083333,8,Port,Pesaro,,5.000
8.392167256,40.84361111,8,Port,Porto Torres,,5.000
12.25035336,44.46222222,8,Port,Ravenna,www.port.ravenna.it,5.000
15.28757362,37.06611111,8,Port,Siracusa,,5.000
17.18898704,40.48805556,8,Port,Taranto,www.port.taranto.it,5.000
14.44287397,40.75,8,Port,Torre Annunziata,,5.000
129.9503534,32.90166667,8,Port,Omura,www.city.omura.nagasaki.jp,5.000
135.3833333,34.69138889,8,Port,Amagasaki,,5.000
137.1084806,36.77583333,8,Port,Fushiki,,5.000
133.0061837,34.06805556,8,Port,Imabari,,5.000
132.2352768,34.17694444,8,Port,Iwakuni,,5.000
135.188457,34.15305556,8,Port,Kainan,,5.000
136.6065371,36.61694444,8,Port,Kanazawa,www.pref.ishikawa.jp,5.000
139.7437574,35.50638889,8,Port,Kawasaki,www.city.kawasaki.jp/58/58yuuti/home/etop.html,5.000
130.8735571,33.90833333,8,Port,Kokura,www.kitaqport.or.jp,5.000
135.3852768,35.48166667,8,Port,Maizuru,www.port.maizuru.kyoto.jp,5.000
136.5533569,34.60805556,8,Port,Matsusaka,www.info.city.tsu.mie.jp,5.000
135.193404,35.54333333,8,Port,Miyazu,,5.000
140.9540636,42.33583333,8,Port,Muroran,,5.000
139.1247939,37.955,8,Port,Niigata,www.pref.niigata.lg.jp/kowanshinko/1208883684365.html,5.000
131.8693168,33.25138889,8,Port,Saganoseki,,5.000
129.7077739,33.15694444,8,Port,Sasebo,www.city.sasebo.nagasaki.jp,5.000
138.509894,35.01444444,8,Port,Shimizu,www.portofshimizu.com,5.000
135.1333333,34.11638889,8,Port,Shimotsu,,5.000
135.1270907,34.22305556,8,Port,Wakayama,,5.000
139.654417,35.30444444,8,Port,Yokosuka,www.city.yokosuka.kanagawa.jp/minato,5.000
80.22497055,6.033333333,8,Port,Galle,www.slpa.lk,5.000
21.53704358,57.40305556,8,Port,Ventspils,www.portofventspils.lv,5.000
-92.65212014,18.53027778,8,Port,Frontera,,5.000
-94.53457008,17.97583333,8,Port,Minatitlan,,5.000
-94.40053004,18.1275,8,Port,Pajaritos,,5.000
-112.2584806,27.33916667,8,Port,Santa Rosalia,www.bajaport.com,5.000
-89.67055359,21.31361111,8,Port,Progreso,www.puertosyucatan.com,5.000
-97.37055359,20.94055556,8,Port,Tuxpan,www.puerto-de-tuxpan.com.mx,5.000
103.4591873,4.249444444,8,Port,Kemaman,www.portsworld.com/Ports/kemamanport.htm,5.000
4.78368669,52.95805556,8,Port,Den Helder,www.havendenhelder.nl,5.000
4.651413428,51.80583333,8,Port,Dordrecht,,5.000
6.955477032,53.32055556,8,Port,Delfzijl,www.groningen-seaports.com,5.000
8.757420495,58.45416667,8,Port,Arendal,,5.000
10.22497055,59.73666667,8,Port,Drammen,www.drammenhavn.no,5.000
11.37532391,59.11805556,8,Port,Halden,,5.000
16.54163722,68.78916667,8,Port,Harstad,,5.000
10.02550059,59.04527778,8,Port,Larvik,www.larvikhavn.vf.no,5.000
10.65282686,59.43222222,8,Port,Moss,www.moss-havn.no,5.000
10.22497055,59.12361111,8,Port,Sandefjord,,5.000
10.404947,59.265,8,Port,Tonsberg,,5.000
172.7102473,-43.60611111,8,Port,Lyttelton,www.lpc.co.nz,5.000
59.42055359,22.65666667,8,Port,Qalhat,,5.000
56.73792697,24.37833333,8,Port,Sohar,portofsohar.com,5.000
-79.56878681,8.955555556,8,Port,Balboa,www.ppc.com.pa,5.000
-79.90477032,9.350277778,8,Port,Cristobal,www.ppc.com.pa,5.000
-82.43457008,8.365,8,Port,Pedregal,www.cocatram.org.ni/puertosca/pto_pedregal_panama.html,5.000
-77.1418139,-12.04527778,8,Port,Callao,www.enapu.com.pe,5.000
-72.10424028,-16.99777778,8,Port,Matarani,www.ultramarnetwork.com/TextosPeru/Marc-024.html,5.000
14.26861013,53.905,8,Port,Swinoujscie,www.phs.com.pl,5.000
-8.692873969,41.185,8,Port,Leixoes,www.apdl.pt,5.000
-8.821436985,38.48972222,8,Port,Setubal,www.portodesetubal.pt,5.000
-8.7196702,40.64361111,8,Port,Aveiro,www.portodeaveiro.pt,5.000
-8.823027091,41.68638889,8,Port,Viana do Castelo,www.ipnorte.pt,5.000
28.08386337,45.44166667,8,Port,Galati,apdm.galati.ro,5.000
132.9075972,42.80472222,8,Port,Nakhodka,www.port-livadia.ru,5.000
32.404947,67.135,8,Port,Kandalaksha,,5.000
142.0400471,47.05055556,8,Port,Kholmsk,,5.000
142.7584806,46.62666667,8,Port,Korsakov,,5.000
29.76737338,59.98694444,8,Port,Kronshtadt,,5.000
132.8861602,42.8,8,Port,Nakhodka,www.ncsp.ru,5.000
37.80441696,44.715,8,Port,Novorossiysk,www.nle.ru,5.000
39.06666667,44.09194444,8,Port,Tuapse,www.tuapseport.ru,5.000
49.67090695,27.02861111,8,Port,Jubail,www.ports.gov.sa,5.000
49.67302709,27.08777778,8,Port,Jubail,www.ports.gov.sa,5.000
48.52249706,28.415,8,Port,Ras al Khafji,,5.000
12.47638398,56.88944444,8,Port,Falkenberg,www.falkenbergs-terminal.se,5.000
14.30547703,55.92555556,8,Port,Ahus,www.ahushamn.se,5.000
17.93881037,62.64083333,8,Port,Harnosand,www.harnosand.se,5.000
12.54146054,56.19861111,8,Port,Hoganas,,5.000
14.85830389,56.1625,8,Port,Karlshamn,www.karlshamnshamn.se,5.000
15.58598351,56.16,8,Port,Karlskrona,www.karlskrona.se/hamn,5.000
17.95812721,58.91333333,8,Port,Nynashamn,www.stoports.com,5.000
16.47073027,57.265,8,Port,Oskarshamn,www.port.oskarshamn.se,5.000
17.10795053,58.66166667,8,Port,Oxelosund,www.oxhamn.se,5.000
21.47037691,65.30888889,8,Port,Pitea,www.bottenvikens-stuveri.se,5.000
17.65918728,59.16972222,8,Port,Sodertalje,www.soeport.se,5.000
13.15159011,55.36805556,8,Port,Trelleborg,www.trelleborgshamn.se,5.000
11.90477032,58.34805556,8,Port,Uddevalla,www.uddevalla-hamn.se,5.000
13.82073027,55.42138889,8,Port,Ystad,www.ystad.se,5.000
100.5849234,13.69583333,8,Port,Bangkok,www.bkp.port.co.th,5.000
100.8909305,13.07388889,8,Port,Laem Chabang,www.port.co.th,5.000
100.9186101,13.17138889,8,Port,Sriracha,www.srirachaport.com,5.000
-61.48951708,10.38833333,8,Port,Point Lisas,www.plipdeco.com,5.000
34.64057715,36.79694444,8,Port,Mersin,www.tcdd.gov.tr,5.000
36.77320377,46.75138889,8,Port,Berdyansk,www.ukrport.org.ua,5.000
36.48563015,45.355,8,Port,Kerch,www.ukrport.org.ua,5.000
-122.3590106,37.91388889,8,Port,Richmond,www.ci.richmond.ca.us/index.asp?NID=102,5.000
-75.51984688,39.71666667,8,Port,Wilmington,www.portofwilmingtonde.com,5.000
-70.96896349,42.24138889,8,Port,Quincy,www.forerivershipyard.com,5.000
-159.3530035,21.95388889,8,Port,Nawiliwili,www.state.hi.us/dot/harbors,5.000
-121.888987,36.60555556,8,Port,Monterey,www.monterey.org/harbor,5.000
-77.95265018,34.19194444,8,Port,Wilmington,www.ncports.com,5.000
-75.12267373,39.90361111,8,Port,Gloucester City,www.holtoversight.com,5.000
-74.1024735,40.6625,8,Port,Bayonne,www.bayonnenj.org,5.000
-76.55565371,39.2325,8,Port,Baltimore,www.mpa.state.md.us,5.000
-81.55918728,30.38083333,8,Port,Jacksonville,www.jaxport.com,5.000
-76.4262073,36.98055556,8,Port,Newport News,www.vaports.com,5.000
-93.95706714,29.84305556,8,Port,Port Arthur,www.portofportarthur.com,5.000
-76.28828033,36.81666667,8,Port,Portsmouth,www.vaports.com,5.000
-77.95265018,34.19194444,8,Port,Wilmington,www.ncports.com,5.000
-93.95706714,29.84305556,8,Port,Port Arthur,www.portofportarthur.com,5.000
-77.03722026,38.80111111,8,Port,Alexandria,,5.000
-76.4262073,36.98055556,8,Port,Newport News,www.vaports.com,5.000
-122.6086572,47.65138889,8,Port,Brownsville,www.portofbrownsville.org,5.000
-122.7038869,45.63472222,8,Port,Vancouver,www.portvanusa.com,5.000
-64.59040047,10.24916667,8,Port,Guanta,www.puertodeguanta.gob.ve,5.000
121.725836966943,25.2207601417575,8,Port,Keelung,,5.000
-13.6239543767043,28.9489648440575,8,Port,Arrecife,,5.000
-64.9284153003645,18.3321232220107,8,Port,St Thomas,,5.000
-62.7500024992993,17.2788270211854,8,Port,Basseterre,,5.000
-90.0563712438111,29.9341999681386,8,Port,New Orleans,,5.000
-78.7276636158179,26.5384106344139,8,Port,Freeport,,5.000
-77.56,44.1,8,Port,Trenton,,5.000
-81.73,43.75,8,Port,Goderich,,5.000
-79.91,44.75,8,Port,Midland,,5.000
-86.48,42.11,8,Port,St Joseph,,5.000
-87.78,42.73,8,Port,Racine,,5.000
-87.6,45.1,8,Port,Menominee,,5.000
-87.05,45.76,8,Port,Escanaba,,5.000
-121.5,38.58,8,Port,Sacramento,,5.000
1.73,52.61,8,Port,Great Yarmouth,,5.000
-2.96,56.46,8,Port,Dundee,,5.000
-3.83,57.83,8,Port,Portmahomack Harbor,,5.000
-3.08,58.43,8,Port,Wick,,5.000
-5.46,56.41,8,Port,Oban,,5.000
-4.46,54.15,8,Port,Douglas,,5.000
-7.31,55.0,8,Port,Londonderry,,5.000
-3.4,54.86,8,Port,Silloth,,5.000
13.09375736,-7.833055556,7,Port,Ambriz,,10.000
12.19022379,-5.55,7,Port,Cabinda,,10.000
12.32037691,-6.121388889,7,Port,Soyo,www.otal.com/angola,10.000
19.45300353,41.30777778,7,Port,Durres,,10.000
-68.91825677,12.11916667,7,Port,Curacao,www.curports.com,10.000
56.3565371,25.17833333,7,Port,Al Fujayrah,www.fujairahport.ae,10.000
-67.50848057,-46.43305556,7,Port,Caleta Olivia,,10.000
-65.9040636,-47.75555556,7,Port,Puerto Deseado,www.scruz.gov.ar/puertos,10.000
-69.21825677,-51.61166667,7,Port,Rio Gallegos,www.scruz.gov.ar/puertos,10.000
-67.7024735,-53.79444444,7,Port,Rio Grande,,10.000
-67.71896349,-49.29972222,7,Port,San Julian,www.scruz.gov.ar/puertos,10.000
153.1414605,-30.3075,7,Port,Coffs Harbour,,10.000
121.893404,-33.87194444,7,Port,Esperance,www.esperanceport.com.au,10.000
137.7567138,-32.48861111,7,Port,Port Augusta,,10.000
148.25053,-20.02083333,7,Port,Bowen,,10.000
152.388457,-24.76722222,7,Port,Bundaberg,www.portofbundaberg.com.au,10.000
139.737927,-17.55361111,7,Port,Burketown,www.cairnsports.com.au,10.000
113.642874,-24.895,7,Port,Carnarvon,,10.000
145.2437574,-15.45972222,7,Port,Cooktown,www.cairnsports.com.au,10.000
123.6051237,-17.29222222,7,Port,Derby,,10.000
149.9053004,-37.07194444,7,Port,Eden,www.eden.nsw.gov.au,10.000
146.8202002,-41.10972222,7,Port,George Town,,10.000
114.6007067,-28.77277778,7,Port,Geraldton,www.gpa.wa.gov.au,10.000
140.8333333,-17.48944444,7,Port,Karumba,www.cairnsports.com.au,10.000
137.6395171,-35.655,7,Port,Kingscote,,10.000
152.9060071,-25.295,7,Port,Maryborough,www.nqbp.com.au,10.000
145.3205536,-42.15833333,7,Port,Strahan,www.tasports.com.au,10.000
89.58598351,22.48694444,7,Port,Mongla,www.monglaport.com.bd,10.000
-37.03951708,-10.92527778,7,Port,Aracaju,www.ibritto.com.br,10.000
-38.52143698,-3.7175,7,Port,Fortaleza,www.docasdoceara.com.br,10.000
-51.04269729,0.032222222,7,Port,Macapa,,10.000
-48.65424028,-26.89888889,7,Port,Navegantes,www.portonave.com.br,10.000
-52.3237338,-31.78194444,7,Port,Pelotas,,10.000
-125.2386337,50.03194444,7,Port,Campbell River,,10.000
-60.34234393,53.38444444,7,Port,Goose Bay,,10.000
-132.1411072,54.00666667,7,Port,Masset,,10.000
-67.57126031,48.84194444,7,Port,Matane,,10.000
-84.54305065,73.06861111,7,Port,Nanisivik,,10.000
-65.83492344,48.13861111,7,Port,New Richmond,,10.000
-127.4836867,50.72111111,7,Port,Port Hardy,,10.000
-61.35565371,45.61,7,Port,Port Hawkesbury,www.straitsuperport.com,10.000
-123.1666667,49.68305556,7,Port,Squamish,www.sqterminals.com,10.000
-58.54075383,48.53527778,7,Port,Stephenville,www.portharmonauthority.ca,10.000
-129.9895171,55.92861111,7,Port,Stewart,www.stewart-hyder.com,10.000
-126.6540636,49.9175,7,Port,Tahsis,,10.000
-131.8196702,53.25527778,7,Port,Sandspit,,10.000
-132.9858068,69.43138889,7,Port,Tuktoyaktuk,,10.000
-73.82567727,-41.86861111,7,Port,Ancud,,10.000
-73.76684335,-42.48277778,7,Port,Castro,,10.000
-70.6343934,-26.35055556,7,Port,Chanaral,,10.000
-72.50936396,-51.73111111,7,Port,Puerto Natales,,10.000
-70.48457008,-25.39722222,7,Port,Taltal,,10.000
113.6710836,22.64027778,7,Port,Guangzhou,,10.000
120.2212603,31.93194444,7,Port,Jiangyin,,10.000
119.4084806,34.74527778,7,Port,Lianyungang,www.lygport.com.cn,10.000
109.50053,18.23972222,7,Port,Sanya,,10.000
110.4063604,21.16972222,7,Port,Zhanjiang,www.zjport.com,10.000
122.1026502,30.00333333,7,Port,Zhoushan,www.zsport.com.cn,10.000
-6.617020024,4.743055556,7,Port,San-Pedro,,10.000
-75.52567727,10.40333333,7,Port,Cartagena,www.sprc.com.co,10.000
-75.5852768,9.520277778,7,Port,Tolu,www.navescolombia.com,10.000
-78.75954064,1.813055556,7,Port,Tumaco,www.navescolombia.com,10.000
-76.73386337,8.087777778,7,Port,Turbo,www.navescolombia.com,10.000
-74.50229682,20.35305556,7,Port,Baracoa,,10.000
-75.55088339,20.71333333,7,Port,Nicaro,,10.000
-82.79322733,21.90333333,7,Port,Nueva Gerona,,10.000
7.891283863,54.1775,7,Port,Helgoland,www.helgoland.de,10.000
10.86825677,53.95222222,7,Port,Travemunde,,10.000
8.692167256,56.95277778,7,Port,Thisted,,10.000
-80.72090695,-0.935555556,7,Port,Manta,www.apmanta.gov.ec,10.000
-79.64269729,0.989444444,7,Port,Esmeraldas,www.puertoesmeraldas.gov.ec,10.000
-13.85883392,28.74138889,7,Port,Corralejo,,10.000
-5.310424028,35.89027778,7,Port,Ceuta,www.puertodeceuta.com,10.000
-2.922850412,35.28,7,Port,Melilla,www.puertodemelilla.es,10.000
-17.10512367,28.08805556,7,Port,San Sebastian de la Gomera,,10.000
-17.76666667,28.67583333,7,Port,Santa Cruz de La Palma,,10.000
24.4746172,58.38111111,7,Port,Parnu,www.transcom.ee,10.000
27.68987044,62.88833333,7,Port,Kuopio,,10.000
29.77709069,62.60444444,7,Port,Joensuu,www.jns.fi,10.000
27.87479388,62.3125,7,Port,Varkaus,,10.000
179.309364,-16.81777778,7,Port,Savusavu,www.fijiports.com.fj,10.000
-1.620376914,49.64638889,7,Port,Cherbourg,www.ville-cherbourg.fr/fr/ville_maritime/port_de_plaisance/,10.000
-0.326383981,49.19055556,7,Port,Caen,www.caen.port.fr,10.000
8.755300353,42.56583333,7,Port,Calvi,,10.000
8.900353357,41.67694444,7,Port,Propriano,www.corse-du-sud.cci.fr,10.000
-4.108127208,47.98944444,7,Port,Quimper,,10.000
-2.756360424,47.64388889,7,Port,Vannes,,10.000
138.1194935,9.513333333,7,Port,Yap,,10.000
-2.707773852,51.49888889,7,Port,Bristol,www.bristolport.co.uk,10.000
-0.285100118,53.74361111,7,Port,Hull,www.abports.co.uk/custinfo/ports/hull.htm,10.000
-1.590930506,54.965,7,Port,Newcastle upon Tyne,,10.000
-1.440930506,54.99444444,7,Port,Tyne,www.portoftyne.com,10.000
0.685806832,51.43472222,7,Port,Rochester,www.thamesport.co.uk,10.000
0.007420495,5.631944444,7,Port,Tema,www.ghanaports.gov.gh,10.000
25.88916372,40.84138889,7,Port,Alexandroupolis,,10.000
27.28987044,36.89444444,7,Port,Kos,,10.000
25.15070671,37.08777778,7,Port,Paros,,10.000
26.96666667,37.75444444,7,Port,Samos,,10.000
-45.23810365,60.13972222,7,Port,Nanortalik,www.ral.gl,10.000
-69.23510012,77.46694444,7,Port,Qaanaaq,,10.000
-57.52179034,6.237777778,7,Port,New Amsterdam,www.gnsc.com,10.000
-86.75689046,15.79388889,7,Port,La Ceiba,www.enp.hn,10.000
-87.45583039,15.78388889,7,Port,Tela,www.enp.hn,10.000
14.45759717,44.53833333,7,Port,Mali Losinj,,10.000
-72.53598351,18.23166667,7,Port,Jacmel,www.apn.gouv.ht,10.000
-74.10706714,18.64361111,7,Port,Jeremie,www.apn.gouv.ht,10.000
